tweetid,sentiment
1239317288614068224,3
1239323095850258432,1
1239330170714173440,0
1239351425009946624,0
1239440545879068672,0
1239447241976360704,1
1239454486868836352,0
1239462856229257216,0
1239463651666530304,0
1239466285756567552,0
1239475182517071872,0
1239477946022342656,0
1239480343222202368,0
1239484554353786880,1
1239488804660150272,0
1239493373041483520,1
1239494779513245696,0
1239497889233145856,0
1239499260602826752,0
1239500130916675584,0
1239507102638526464,0
1239512485671157504,3
1239515995552854016,0
1239516908464017408,0
1239523149827489536,0
1239523756818796288,3
1239524570924752896,0
1239526262416302080,1
1239529653292982272,0
1239532231611342848,0
1239532694293405696,0
1239533684388233216,1
1239537932123475968,0
1239542716482150400,0
1239543187724807936,0
1239546349709819904,0
1239552751723524096,0
1239553325353316352,0
1239553396501295104,3
1239556079945646080,0
1239558237994835968,0
1239561087621701632,1
1239564813656875008,1
1239566086888185856,1
1239567275474255872,0
1239570752900337664,0
1239572161179930624,0
1239573142101786624,2
1239576548363194368,0
1239579639590326272,3
1239580457454513920,3
1239580775546335232,1
1239586914556096512,0
1239588700062978048,0
1239593383213006848,1
1239612335184056320,3
1239614230501961728,0
1239622338494299904,2
1239626814668095488,1
1239627056264159232,2
1239629202103697408,0
1239631686515777536,0
1239639338025181184,0
1239645198008889088,1
1239646528777654272,1
1239653679076081664,1
1239660599723917312,1
1239663328168943616,0
1239664471624343552,1
1239667644510408704,1
1239714658971529216,1
1239793489094852608,0
1239806040457306112,0
1239807982407429888,1
1239811058631573504,1
1239818754109906688,0
1239822800912896000,0
1239823598107361280,0
1239825969877323520,0
1239832844744228864,0
1239834405855793152,0
1239834547807805440,0
1239836726023073536,0
1239837841225637888,0
1239841288217931520,1
1239846842730414080,1
1239846849051332608,2
1239857141869162496,0
1239857916271898624,3
1239858952877346816,0
1239862900736626688,0
1239866338656628736,1
1239867967099330304,0
1239870254110605312,0
1239879527096029184,1
1239885864752173056,3
1239886267854262272,1
1239886893325656064,0
1239888158696845312,0
1239895426729459712,0
1239896916458160128,0
1239898853194846208,0
1239903479352745984,0
1239904112499658752,0
1239904457892167680,0
1239908584281997312,0
1239908967729553408,0
1239911072242565120,1
1239914381758078720,2
1239918695578775552,0
1239925375389569024,0
1239928738684567552,0
1239932461326503936,1
1239934085520375808,0
1239934287933321216,0
1239936220215619584,0
1239937616243547904,0
1239938690954268672,0
1239939437376802816,0
1239944767221489664,1
1239950198484369408,2
1239953145255559168,0
1239953569035542528,0
1239956201032413184,0
1239957697879052288,0
1239959160915202048,0
1239959872323682304,0
1239971653796257536,1
1239972844232007680,0
1239972998003568640,1
1239975806861889536,0
1239985831504482304,0
1239986253732499456,0
1239987833605152768,3
1239994484416536320,1
1239999883207159808,0
1239999900118638336,0
1240004399713394688,2
1240018539542609920,1
1240029729178124288,1
1240042876752584704,1
1240085728371097600,1
1240091195335938048,0
1240093333785128704,0
1240146279910584320,3
1240169881942789888,1
1240174488622436352,0
1240174588539162624,0
1240174830227513088,0
1240176042968526848,3
1240177888789295104,0
1240187433188196352,0
1240191594575380480,0
1240198431945220096,1
1240199659890622464,0
1240200664225058816,3
1240201324492460032,2
1240202082537345024,0
1240202866582786048,0
1240204551828967424,0
1240208781562318848,2
1240209650257141504,2
1240216142582616064,0
1240218256771821568,0
1240219644109238272,3
1240219712665108480,1
1240225521583239168,0
1240237030224903936,1
1240249365496823808,0
1240256828073807872,0
1240257896144871424,0
1240263335247036416,0
1240264064032530432,0
1240265004529717248,0
1240267347178520320,0
1240271430157250304,0
1240276828218109952,0
1240280478965534720,2
1240282022020624384,0
1240287088932728832,3
1240287150807158784,1
1240287208944349184,1
1240302951593369600,0
1240305160502591488,1
1240306931035705088,2
1240317170330075136,0
1240317837064965888,3
1240318563363192832,1
1240322422752100352,3
1240322734627999488,0
1240323630426402816,0
1240325845631356928,0
1240327335561375488,0
1240331448609095680,0
1240339637341749248,2
1240339914534858752,0
1240341401650581504,3
1240341684036255488,1
1240341971274776320,1
1240343815925481472,0
1240344932977688320,1
1240348208750043136,0
1240350210536157184,0
1240354932223619072,0
1240355514749521920,1
1240355697549873152,3
1240362302077046784,1
1240362589542121472,1
1240363145119567872,1
1240365819307208704,0
1240369804118298624,2
1240370210173059072,0
1240372461159559168,3
1240381694471003904,0
1240383274536574720,0
1240384749899853824,0
1240403506198126336,1
1240419635658403840,3
1240430852829523968,0
1240479668408667904,0
1240518939177779200,0
1240523048270171904,1
1240529638260178688,0
1240531254216400896,0
1240534123715985408,0
1240537483403825152,2
1240541592731242496,3
1240547426227884032,0
1240549843011018752,0
1240550692366016512,0
1240550800868466688,0
1240551151726190336,3
1240552776117227520,0
1240554035914121216,0
1240554686006034432,0
1240560221594046464,0
1240564114277249024,0
1240564201841664000,1
1240564285702537216,3
1240566458058452736,0
1240567687752941568,1
1240570438524297216,3
1240571538493014016,0
1240571672085790720,0
1240572719898468352,0
1240572777125621504,1
1240573455503888384,3
1240573721208897536,2
1240574210113748736,2
1240576645318279168,0
1240591474376482816,0
1240592602673496064,0
1240593329450029056,0
1240593735802654720,0
1240595686732836864,0
1240598060025229312,1
1240599489418792704,0
1240600858213125888,3
1240601274166530048,0
1240601442588807168,0
1240605314950537216,0
1240605836889731072,3
1240611742675161088,0
1240612930728722432,0
1240616003865849856,0
1240617502322962432,1
1240620051662811136,0
1240624985305210880,1
1240626224638185472,1
1240626536480477184,0
1240629541753815040,1
1240632487052632064,0
1240634319711936512,0
1240634456198860800,1
1240636493657509888,1
1240637096219508736,3
1240640173265879040,0
1240642022551289856,0
1240643053670539264,0
1240643483511197696,0
1240645939653639936,1
1240647213673517056,0
1240651098177916928,0
1240652768794349568,0
1240654863207464704,0
1240655320935993088,0
1240657273128660736,0
1240661585238077440,0
1240664572354330624,0
1240675271352688640,0
1240676712788242432,0
1240680465138356224,3
1240681919467130880,0
1240686396928487424,1
1240689996354338816,0
1240696124031127552,0
1240699773427970048,2
1240702577391484928,0
1240713668322570240,0
1240718851404369920,0
1240725311567859712,0
1240726356486430720,1
1240731504537468928,0
1240732481411788800,1
1240743260152377088,1
1240744855795576832,0
1240750278749687808,3
1240763393268727808,0
1240766306451968000,0
1240776431514378240,0
1240832031229124608,0
1240888039884406784,2
1240889916424364032,1
1240894980996161536,0
1240895466197463040,0
1240901118890295296,0
1240901828948221952,1
1240906908678131712,3
1240914433574084608,0
1240920948674609152,0
1240921626755162112,1
1240930929457143808,0
1240932956174274304,0
1240935020153503488,0
1240935440145944320,1
1240940292578082816,0
1240943344752234496,0
1240943612743081984,2
1240943817924251648,0
1240946915526742016,1
1240948049440112640,0
1240949602637004800,1
1240952092967173888,0
1240954041510871040,0
1240955237814415104,0
1240956293889883904,1
1240958400026066688,0
1240964856221761536,0
1240968203741868032,0
1240972306584932352,0
1240978035081457664,0
1240978972709720064,0
1240981707521744896,1
1240981941584871424,0
1240982549817691904,1
1240986744343928832,2
1240987813052649472,0
1240989245667446784,1
1240993939987013632,1
1241001218987745280,0
1241006980225019904,0
1241009851532226304,0
1241016482135449600,1
1241017640098897920,2
1241023250869690368,0
1241024561304436736,0
1241024693886496768,0
1241027970170523648,0
1241030121684971520,0
1241031826833117184,0
1241033178753662720,0
1241038300066058240,1
1241038413765189632,2
1241043926867415040,0
1241049036955803648,1
1241057125910142720,1
1241060664631791616,1
1241061418264338432,2
1241064922794143488,0
1241080161421926400,3
1241083181287251968,1
1241086588156854272,1
1241092146150567936,0
1241098329645293568,1
1241107642690535424,0
1241115059725709312,1
1241126528907444224,2
1241137602381656064,1
1241140181756935936,2
1241144049874219008,0
1241224540203757568,0
1241225826231824384,0
1241239864160530432,1
1241240714236788736,1
1241247769370779648,0
1241258422571540480,2
1241260642788683520,2
1241261302602964736,0
1241263005708492800,0
1241269220408791040,0
1241274079711289088,1
1241275351399006208,0
1241276454140358656,1
1241276511203790848,1
1241276883184095232,0
1241278315798945536,1
1241278687225548800,0
1241279740037738496,1
1241283838539714304,3
1241288302222888704,0
1241288481642602496,1
1241289682958323712,0
1241292746616438784,1
1241293048396632064,0
1241293437510582272,0
1241293881507024896,1
1241294442994245632,0
1241299646368096256,1
1241301244527939584,1
1241302606712057856,1
1241303589282287616,0
1241303686959202304,1
1241308952123629568,0
1241312468678443008,1
1241317653765029888,1
1241319330563985408,0
1241326561875419136,0
1241328574470270720,1
1241328691239702528,1
1241331584042663936,0
1241334439461994496,1
1241336580335337472,1
1241337663027847168,2
1241341877980483584,0
1241347469075714048,0
1241349033844789248,1
1241350591751901184,1
1241352352910716928,3
1241355117003038720,0
1241357354383429632,1
1241363125481484288,1
1241365921542930432,2
1241366936790822912,1
1241367692914970624,1
1241367731901026304,0
1241369748358774784,1
1241371585673605120,1
1241371840746000384,3
1241372136297684736,0
1241374012640460800,1
1241380947074875136,1
1241382410639589120,3
1241384545896632320,0
1241387585504718848,0
1241403646677602304,2
1241403977201262336,1
1241404218440855552,1
1241404641147006720,1
1241407115853533184,0
1241408612691574784,1
1241418362393108480,0
1241424020635037696,0
1241430222391709696,1
1241431162213535488,1
1241432810432466688,0
1241435386229993472,1
1241444653318262784,0
1241450011134758912,1
1241450533799559168,1
1241452574441648128,1
1241454532997066752,0
1241459151932477440,1
1241462895269027840,3
1241472514397782016,0
1241517390707466240,1
1241536605057363968,0
1241600095495356416,1
1241600673961123840,1
1241601337034506240,1
1241601457146732288,1
1241604476605206528,3
1241609148036415488,3
1241617445288316928,0
1241618030209175552,3
1241619986755596288,0
1241628387048919040,3
1241628415033212928,2
1241632491431173888,0
1241633585981001728,2
1241634294772137984,1
1241638313888485120,0
1241650827271507968,0
1241653436480970752,3
1241653972001226752,2
1241654372888608768,0
1241656009820721152,1
1241658978712588288,3
1241659846602166272,1
1241660465106898688,2
1241662037119373312,2
1241663479926394880,2
1241668655118790656,1
1241670531948122112,1
1241671131280613120,1
1241671896061673472,3
1241676845067763712,0
1241677996530053120,0
1241678854206488320,1
1241679926069255936,0
1241680807711866880,2
1241689995645157120,1
1241696934383030272,1
1241698228782936064,0
1241698270637961216,3
1241698928980099072,1
1241701697950494720,0
1241723782689099520,0
1241740907294134272,1
1241742280081408000,3
1241746027587047424,1
1241748227881422848,0
1241749060148699136,0
1241755935321833472,0
1241756130369359872,1
1241756511396864000,2
1241760057227915264,1
1241760574742167552,1
1241766266907569920,1
1241766433240969216,1
1241770927710298112,1
1241772361894039552,0
1241781421070483456,0
1241787802423045888,1
1241789615708819456,1
1241796242323181568,0
1241800356566360064,0
1241800462573219840,2
1241801012500819968,0
1241801262540230656,3
1241807204589678336,0
1241810848940797952,0
1241811179657445120,0
1241813877626736640,0
1241823824448020480,0
1241824222097346304,0
1241824817185280000,1
1241833603182534656,2
1241833891209646080,0
1241836342641856512,1
1241846668649271296,2
1241847487612080128,0
1241855213574774784,1
1241858501833625600,1
1241861466266968064,0
1241907327529365504,0
1241967733614555136,2
1241990070812520448,3
1241994487536193536,1
1242002416054210304,0
1242003068100714496,0
1242008138884304896,0
1242012455959777280,0
1242014400007020288,0
1242015198866812928,0
1242016902966362112,1
1242029795082469120,0
1242034966244085504,1
1242036369351946240,2
1242036437257773056,0
1242037763177951232,1
1242039541978017536,1
1242041958136193024,2
1242042153053937664,1
1242043181371469824,0
1242043706913456128,2
1242045901524393984,0
1242051103472189440,0
1242053229585879040,0
1242054888567308288,0
1242055086370586624,1
1242058447606161408,0
1242063125081456640,0
1242065856814886912,0
1242066649693519872,1
1242066842467864320,1
1242066878744403968,0
1242066930179158016,0
1242076251193573120,1
1242080679292264448,1
1242081082146775040,1
1242081547966132224,1
1242084240931442688,2
1242085569582321664,2
1242085967328091904,0
1242086557990952704,0
1242093204884934656,2
1242100415698735104,2
1242100468593065984,3
1242106118530309888,0
1242115181947297536,1
1242117525137231872,0
1242118947568263168,0
1242121406684463104,1
1242121795358142464,0
1242121897191657472,0
1242124751197396736,0
1242130034770563072,1
1242130722623819520,0
1242137477734940672,0
1242137842962366464,0
1242138210232340480,0
1242139377158979584,2
1242139477658779648,0
1242139506192650240,1
1242141700048539648,3
1242145879336910848,0
1242146154500014080,1
1242148102577897472,0
1242148494590213888,1
1242158619250118656,1
1242159507674971904,0
1242162790162456320,0
1242164539199819520,1
1242169759338299136,0
1242175425968775168,1
1242175774729416704,1
1242175823848898304,0
1242179085448687616,1
1242187523708895232,0
1242187879566249984,0
1242189278848974848,0
1242191506452160512,0
1242192100965470208,1
1242192966644571904,0
1242197688013160448,0
1242202048080289536,1
1242206774360518656,0
1242236084760850432,0
1242283435118526464,0
1242328459231350784,1
1242336153627492352,1
1242336712568823808,1
1242338317284380672,1
1242343317234495488,1
1242344746342920192,1
1242349412552265728,1
1242351084334653440,0
1242352858130976768,0
1242354219102937088,0
1242354910915629056,0
1242355615541968896,0
1242356069529198336,1
1242358074783997952,0
1242365085034708736,0
1242369138011582464,0
1242372743322009600,1
1242372827728219904,0
1242373922135425024,1
1242376861184819200,2
1242381093690642432,0
1242381610521169920,0
1242382603371655168,0
1242383583639212032,1
1242389446139535104,0
1242393438802382848,0
1242393748367171584,1
1242393768680017920,1
1242394328372326400,1
1242396764679933952,3
1242398501750951936,0
1242399413693186048,0
1242401861598154752,1
1242403063660494848,0
1242405472428331008,1
1242408276102430720,1
1242411281178669056,0
1242412155456180224,1
1242412411363233536,0
1242416972048064512,3
1242418043319455488,0
1242418452226342912,1
1242420086058737664,0
1242424661734014720,0
1242427522924646400,1
1242431794579935232,3
1242434130236801024,1
1242435069396029440,1
1242435069446369280,0
1242435419796627456,1
1242437880871518208,1
1242443229548724224,0
1242445689642237952,2
1242448482708922368,1
1242449410367401984,0
1242454328469749504,1
1242459328029827072,0
1242463432940666880,1
1242464793044246528,0
1242467987900284928,0
1242468262673186816,0
1242475895589236736,0
1242476293771292672,2
1242476900582227968,1
1242477814802026496,0
1242479439965019904,2
1242482129595965440,0
1242485642866479104,2
1242486721587142656,0
1242488143644889088,0
1242489635340718080,0
1242500150087561216,0
1242500809293729536,1
1242502680251162624,1
1242503473951846400,3
1242507661645688832,0
1242512004637700096,0
1242521362071261184,1
1242521388696600320,0
1242523132570804224,0
1242524190353350656,1
1242525689204654080,3
1242527439085060096,0
1242528229807792128,1
1242529901481095168,2
1242532364603064320,2
1242532520211726336,0
1242532611458818048,0
1242533157855002624,1
1242537614030385152,0
1242544028979257088,2
1242544725661384704,0
1242546842417737728,0
1242553886226944000,0
1242554458975997952,0
1242556308626313216,1
1242556544622960640,3
1242559907041247232,1
1242560718492270336,1
1242571596075872256,1
1242572367307714304,1
1242572718010257408,1
1242575360237199104,3
1242583097494904832,1
1242592756096290816,0
1242653162294644736,0
1242703578567003904,1
1242707724506464256,0
1242709303338897408,0
1242712994645147648,0
1242718864171061248,0
1242722723887042304,0
1242725275923816448,0
1242728195641794304,0
1242730899147546624,0
1242731375968555008,2
1242735822610317312,2
1242736329894629120,0
1242741457905205248,1
1242743705209102336,1
1242744468488572928,1
1242747363653009408,1
1242749037352271872,3
1242749095552397312,0
1242749906877583104,0
1242753894326906880,0
1242756627746480128,0
1242756806641954816,1
1242758275394932736,1
1242759798640250880,0
1242763121074343936,1
1242765631377858304,1
1242766032600625152,3
1242769506222686208,2
1242770095866286080,2
1242771100838383616,0
1242778943230484480,1
1242780893485432832,0
1242782189919653888,0
1242786518219055104,0
1242787027319488512,3
1242790107121364736,1
1242790812234235904,1
1242791705612619520,3
1242799864750256128,1
1242804427976826880,1
1242807719427522304,0
1242809533988245504,3
